id,title,original_language,popularity,vote_average
50620,The Twilight Saga: Breaking Dawn - Part 2,English,135.374,6.5
11348,Fragile,English,14.175,6.5
630240,Titane,Non-English,43.779,6.5
335051,God Willing,Non-English,7.908,6.5
119569,Marvel One-Shot: Item 47,English,33.064,6.5
15567,Stitch! The Movie,English,24.847,6.5
10449,When a Man Loves a Woman,English,10.922,6.5
9681,Casanova,English,11.223,6.5
9437,Kiss the Girls,English,13.436,6.5
74,War of the Worlds,English,41.53,6.5
738646,Operation Christmas Drop,English,8.34,6.5
37269,My Fake Fiance,English,7.42,6.5
17496,Urban Cowboy,English,10.085,6.5
10957,The Black Cauldron,English,21.008,6.5
10575,Heaven,English,6.626,6.5
16617,Mindhunters,English,22.529,6.5
2107,L.A. Story,English,7.022,6.5
566454,The Mystery of Henri Pick,Non-English,6.757,6.5
441282,Night Hunter,English,23.775,6.5
400157,Wonder Park,English,20.023,6.5
361777,Smoke & Mirrors,Non-English,6.418,6.5
10660,It Could Happen to You,English,10.912,6.5
253,Live and Let Die,English,17.347,6.5
199575,These Final Hours,English,7.825,6.5
51991,Romantics Anonymous,Non-English,5.773,6.5
16523,Where the Wild Things Are,English,60.13,6.5
13053,Bolt,English,86.804,6.5
8346,My Big Fat Greek Wedding,English,14.814,6.5
5125,Rendition,English,10.156,6.5
42892,Happy Family,Non-English,4.682,6.5
8012,Get Shorty,English,14.529,6.5
457335,Guns Akimbo,English,20.826,6.5
431072,Step Sisters,English,12.572,6.5
18032,The Secret of Moonacre,English,12.776,6.5
12085,Mad Money,English,45.87,6.5
10859,Stakeout,English,8.007,6.5
9870,Forgetting Sarah Marshall,English,19.751,6.5
617708,La Llorona,Non-English,116.912,6.5
611207,The Knight Before Christmas,English,15.617,6.5
280996,Mr. Holmes,English,14.086,6.5
252838,The Wedding Ringer,English,30.641,6.5
243684,"Men, Women & Children",English,31.752,6.5
73723,The Lorax,English,44.738,6.5
33408,The Crush,English,32.936,6.5
24548,Just One of the Guys,English,14.556,6.5
4241,Visitor Q,Non-English,10.131,6.5
920081,Megaboa,English,6.349,6.5
19268,So Happy Together,Non-English,5.244,6.5
15373,Role Models,English,34.278,6.5
14254,The Uninvited,English,22.627,6.5
1551,Flatliners,English,13.6,6.5
295693,The Boss Baby,English,30.865,6.5
115290,Blue Lagoon: The Awakening,English,39.418,6.5
47760,Restless,English,5.999,6.5
41602,Charlie Countryman,English,6.342,6.5
3537,Fame,English,8.349,6.5
273477,Scouts Guide to the Zombie Apocalypse,English,74.477,6.5
11827,Heavy Metal,English,20.059,6.5
425001,The War with Grandpa,English,19.597,6.5
12222,Horton Hears a Who!,English,49.021,6.5
10466,The Money Pit,English,10.002,6.5
9522,Wedding Crashers,English,19.923,6.5
708,The Living Daylights,English,22.997,6.5
606625,Follow Me,English,10.965,6.5
157849,A Most Wanted Man,English,8.626,6.5
75674,Act of Valor,English,18.895,6.5
13022,Rogue,English,20.64,6.5
613096,"I Love You, Stupid",Non-English,8.682,6.5
33365,The Night Before the Exams,Non-English,6.108,6.5
10210,A Midsummer Night's Dream,English,10.37,6.5
9535,Analyze This,English,9.729,6.5
5336,"Salò, or the 120 Days of Sodom",Non-English,61.255,6.5
810873,Single All the Way,English,30.741,6.5
396940,Super Dark Times,English,10.959,6.5
172386,Return to Nim's Island,English,11.151,6.5
72387,Safe,English,28.943,6.5
14684,School Ties,English,9.192,6.5
10684,Courage Under Fire,English,9.022,6.5
521127,Kingdoms,Non-English,6.515,6.5
433502,The Aftermath,English,13.014,6.5
109428,Evil Dead,English,37.897,6.5
22972,Green Zone,English,15.045,6.5
9779,The Sisterhood of the Traveling Pants,English,10.411,6.5
452,The Idiots,Non-English,12.839,6.5
694254,Baggio: The Divine Ponytail,Non-English,15.218,6.5
420634,Terrifier,English,58.751,6.5
266082,Girlhood,Non-English,6.722,6.5
29437,Rabid,English,11.166,6.5
9350,Cliffhanger,English,21.641,6.5
403605,Headshot,Non-English,23.799,6.5
145197,Upstream Color,English,6.153,6.5
10326,Forever Young,English,12.06,6.5
708336,Return of the Tooth Fairy,English,32.358,6.5
429417,Ghost Stories,English,12.712,6.5
10249,The Rocketeer,English,9.637,6.5
4244,The Kid,English,10.945,6.5
11498,Dead Again,English,6.67,6.5
8868,Asterix vs. Caesar,Non-English,9.593,6.5
2069,The Whole Nine Yards,English,17.802,6.5
96,Beverly Hills Cop II,English,16.323,6.5
609972,Paranormal Activity: Next of Kin,English,238.365,6.5
406759,Moonfall,English,547.1,6.5
159121,Paulette,Non-English,9.215,6.5
27586,The Runaways,English,12.41,6.5
541524,Passing,English,25.272,6.5
536115,Godzilla: The Planet Eater,Non-English,29.619,6.5
27582,The Mechanic,English,27.178,6.5
14462,The Manchurian Candidate,English,9.643,6.5
10741,Bobby,English,6.707,6.5
10631,All of Me,English,9.903,6.5
10527,Madagascar: Escape 2 Africa,English,68.285,6.5
8279,Paris,Non-English,6.638,6.5
1907,The Beach,English,16.77,6.5
531219,Roald Dahl's The Witches,English,176.523,6.5
526896,Morbius,English,1145.026,6.4
441183,Light of My Life,English,9.115,6.5
339397,Café Society,English,12.791,6.5
62156,De Pernas pro Ar,Non-English,4.468,6.5
10898,The Little Mermaid II: Return to the Sea,English,14.324,6.5
10894,May,English,7.034,6.5
9691,Assassins,English,16.691,6.5
9032,Big Daddy,English,19.688,6.5
11846,Father of the Bride,English,12.044,6.4
10021,The Secret of My Success,English,8.747,6.4
2617,The Great Outdoors,English,7.805,6.4
664,Twister,English,20.152,6.4
547539,Sweetheart,Non-English,4.839,6.4
427641,Rampage,English,97.768,6.4
261023,Black Mass,English,13.487,6.4
184314,Young & Beautiful,Non-English,27.091,6.4
15602,Grumpier Old Men,English,7.896,6.4
12182,Nick and Norah's Infinite Playlist,English,23.831,6.4
11333,Super Fuzz,Non-English,8.348,6.4
7873,Harsh Times,English,9.794,6.4
315,"Faster, Pussycat! Kill! Kill!",English,7.396,6.4
303858,Money Monster,English,13.646,6.4
157547,Oculus,English,33.914,6.4
45243,The Hangover Part II,English,103.539,6.4
9772,Air Force One,English,25.293,6.4
644090,"Love, Guaranteed",English,8.112,6.4
19344,Loving Annabelle,English,9.622,6.4
12689,"Angus, Thongs and Perfect Snogging",English,14.85,6.4
9873,F/X,English,11.136,6.4
4141,Shoot 'Em Up,English,19.117,6.4
584,2 Fast 2 Furious,English,7.835,6.4
667739,The Man from Toronto,English,1299.583,6.5
535167,The Wandering Earth,Non-English,23.671,6.4
453755,Arctic,English,13.199,6.4
300667,3 Generations,English,8.496,6.4
1281,Bean,English,17.394,6.4
193893,Let's Be Cops,English,56.836,6.4
33689,It Takes Two,English,14.903,6.4
20857,Hardball,English,9.392,6.4
11676,Nothing to Lose,English,12.592,6.4
10991,Pokémon 3: The Movie,Non-English,35.477,6.4
9404,First Strike,Non-English,16.809,6.4
7442,Sleeping with the Enemy,English,16.7,6.4
374617,Imperium,English,17.075,6.4
333385,Mr. Right,English,16.63,6.4
324852,Despicable Me 3,English,114.544,6.4
109451,Cloudy with a Chance of Meatballs 2,English,55.93,6.4
28032,Thumbelina,English,10.706,6.4
8217,Alice,English,7.098,6.4
4233,Scream 2,English,37.216,6.4
329263,Suck Me Shakespeer 2,Non-English,4.97,6.4
36593,Naked Gun 33⅓: The Final Insult,English,22.332,6.4
411741,Ingrid Goes West,English,13.543,6.4
399360,Alpha,English,31.461,6.4
253450,The Assassin,Non-English,9.572,6.4
70006,Never Back Down 2: The Beatdown,English,32.482,6.4
628914,Queenpins,English,17.391,6.4
74387,Goon,English,8.721,6.4
11584,Roxanne,English,9.187,6.4
623491,The Babysitter: Killer Queen,English,57.786,6.4
154441,Till Luck Do Us Part,Non-English,6.806,6.4
48466,Scared Shrekless,English,17.424,6.4
10348,Thunderbolt,Non-English,16.738,6.4
3536,U-571,English,12.636,6.4
622,The Ninth Gate,English,19.515,6.4
460793,Olaf's Frozen Adventure,English,31.051,6.4
286554,Two Night Stand,English,20.799,6.4
95610,Bridget Jones's Baby,English,14.782,6.4
11564,Class of 1984,English,8.842,6.4
10818,Water Lilies,Non-English,12.907,6.4
5683,Pee-wee's Big Adventure,English,10.242,6.4
625568,Unhinged,English,22.358,6.4
278247,Walt Before Mickey,English,4.792,6.4
36834,Total Eclipse,English,8.878,6.4
26285,Fantozzi Still Suffers,Non-English,6.811,6.4
12535,High Anxiety,English,8.656,6.4
582913,The Room,English,15.666,6.4
409421,Blame!,Non-English,31.222,6.4
376866,Jackie,English,14.708,6.4
10337,Bugsy,English,8.113,6.4
8665,K-19: The Widowmaker,English,8.223,6.4
531454,Eurovision Song Contest: The Story of Fire Saga,English,10.518,6.4
521029,Annabelle Comes Home,English,121.836,6.4
292431,Love,Non-English,16.039,6.4
157827,Louder Than Bombs,English,6.189,6.4
48186,The Boy Who Cried Werewolf,English,15.437,6.4
12308,The Last Kiss,Non-English,8.333,6.4
1406,City Slickers,English,11.652,6.4
606117,A Cinderella Story: Christmas Wish,English,19.378,6.4
117251,White House Down,English,68.166,6.4
13161,Big Stan,English,21.406,6.4
8952,I Love You Phillip Morris,English,12.801,6.4
20048,Confessions of a Shopaholic,English,57.107,6.4
200,Star Trek: Insurrection,English,16.319,6.4
181812,Star Wars: The Rise of Skywalker,English,59.375,6.4
16899,Easy Virtue,English,9.554,6.4
9315,Flightplan,English,20.052,6.4
8208,The Man Who Knew Too Much,English,14.812,6.4
627463,The Assistant,English,10.701,6.4
324670,Spectral,English,30.663,6.4
59678,Attack the Block,English,10.381,6.4
18405,The Last House on the Left,English,26.085,6.4
13193,Saved!,English,9.564,6.4
11559,Tideland,English,8.777,6.4
10576,Psycho II,English,13.034,6.4
625450,Tall Girl,English,25.725,6.4
125521,Slayers Return,Non-English,11.231,6.4
59961,Safe House,English,17.339,6.4
11596,New Nightmare,English,26.645,6.4
9422,A Civil Action,English,9.027,6.4
6947,The Village,English,32.971,6.4
2046,The Gift,English,12.87,6.4
156711,Austenland,English,8.154,6.4
84306,Liberal Arts,English,10.063,6.4
82654,Warm Bodies,English,35.676,6.4
54318,The Water Horse,English,23.365,6.4
13483,Awake,English,18.859,6.4
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,English,55.814,6.4
4421,G.I. Jane,English,15.965,6.4
231,Syriana,English,9.809,6.4
21610,Nighthawks,English,7.923,6.4
13655,Camp Rock,English,19.397,6.4
682,The Man with the Golden Gun,English,20.81,6.4
454992,The Spy Who Dumped Me,English,18.523,6.4
346685,The Girl on the Train,English,27.58,6.4
317144,Cyberbully,English,7.578,6.4
13680,The Game Plan,English,33.452,6.4
13027,Eagle Eye,English,16.199,6.4
10159,The Rundown,English,27.605,6.4
418333,Crush in Jaipur,Non-English,5.077,6.4
228202,Meu Passado Me Condena: O Filme,Non-English,4.746,6.4
45156,A Little Bit of Heaven,English,8.919,6.4
20526,TRON: Legacy,English,70.034,6.4
16690,Return to Never Land,English,18.89,6.4
467824,Illang: The Wolf Brigade,Non-English,19.142,6.4
72784,The Loft,English,32.282,6.4
72197,The Pirates! In an Adventure with Scientists!,English,13.233,6.4
11001,Blue Streak,English,25.0,6.4
10247,He Was a Quiet Man,English,8.479,6.4
8491,Weekend at Bernie's,English,11.577,6.4
2207,16 Blocks,English,15.794,6.4
580532,Crisis,English,48.782,6.4
49527,Man on a Ledge,English,46.998,6.4
10761,Made of Honor,English,11.966,6.4
10540,Outland,English,8.996,6.4
408033,Tamara,Non-English,5.415,6.4
79218,Ice Age: A Mammoth Christmas,English,20.056,6.4
16187,Buzz Lightyear of Star Command: The Adventure Begins,English,39.751,6.4
10471,Next Friday,English,14.817,6.4
7300,One Fine Day,English,11.379,6.4
152795,The Congress,English,9.299,6.4
85870,My Way,Non-English,5.653,6.4
301804,Before I Wake,English,135.902,6.4
240832,Lucy,English,67.32,6.4
15139,The Pagemaster,English,15.047,6.4
3594,The Number 23,English,23.526,6.4
576004,Porno,English,64.178,6.4
403509,Boy Missing,Non-English,16.296,6.4
328589,The Lady in the Van,English,8.158,6.4
297608,The Taking of Deborah Logan,English,22.778,6.4
266285,The Salvation,Non-English,27.384,6.4
193610,The Other Woman,English,35.414,6.4
8987,The River Wild,English,12.716,6.4
621151,Spell,English,51.175,6.4
561362,Rust Creek,English,21.901,6.4
381890,The Mermaid,Non-English,36.458,6.4
123553,The Mortal Instruments: City of Bones,English,81.649,6.4
20497,Ballet Shoes,English,9.706,6.4
10671,Airport,English,9.523,6.4
763149,Aftermath,English,54.577,6.4
84184,Celeste & Jesse Forever,English,7.92,6.4
20481,Nightbreed,English,8.97,6.4
11229,Freeway,English,7.71,6.4
544431,The Clovehitch Killer,English,25.149,6.4
395992,Life,English,37.161,6.4
18585,The Ramen Girl,English,6.858,6.4
768520,A California Christmas,English,7.563,6.4
567748,The Guilty,English,35.715,6.4
433501,City of Lies,English,14.832,6.4
387893,Ice Age: The Great Egg-Scapade,English,32.844,6.4
13275,Annapolis,English,10.993,6.4
11215,Baby Boom,English,7.847,6.4
10246,Porky's,English,21.379,6.4
5653,Luther,English,23.966,6.4
689723,Dangerous Lies,English,13.04,6.4
467938,Revenge,Non-English,32.608,6.4
294795,The 9th Life of Louis Drax,English,21.548,6.4
173847,Amiche da morire,Non-English,6.032,6.4
11503,The Serpent and the Rainbow,English,7.774,6.4
503616,Second Act,English,14.137,6.4
41592,StreetDance 3D,English,14.355,6.4
39102,Dragon Ball Z: Lord Slug,Non-English,108.653,6.4
14429,Drive Me Crazy,English,11.135,6.4
9618,Tango & Cash,English,21.913,6.4
5174,Rush Hour 3,English,58.511,6.4
774741,Diary of a Wimpy Kid,English,191.737,6.4
309304,Grandma,English,11.643,6.4
9928,Robots,English,39.156,6.4
8922,Jeepers Creepers,English,109.358,6.4
320588,"Hello, My Name Is Doris",English,12.271,6.4
200713,9 Month Stretch,Non-English,7.942,6.4
14055,Starter for 10,English,7.825,6.4
14001,Dead Silence,English,58.993,6.4
13250,Butterfly on a Wheel,English,11.038,6.4
10278,Return to Paradise,English,9.517,6.4
3980,Critters,English,31.902,6.4
583268,"Someone, Somewhere",Non-English,7.668,6.4
525041,A Christmas Prince: The Royal Wedding,English,9.57,6.4
429203,The Old Man & the Gun,English,9.054,6.4
316727,The Purge: Election Year,English,80.507,6.4
11894,Curly Sue,English,9.733,6.4
587996,Below Zero,Non-English,45.267,6.4
528491,WHAT DID JACK DO?,English,6.854,6.4
58232,Chalet Girl,English,9.89,6.4
16353,Ong Bak 2,Non-English,44.985,6.4
1988,A Mighty Heart,English,8.477,6.4
417859,Puss in Boots,English,66.244,6.4
71688,The Iron Lady,English,11.106,6.4
11395,The Santa Clause,English,15.563,6.4
1283,"Torrente, the Dumb Arm of the Law",Non-English,16.646,6.4
171,The Party 2,Non-English,8.604,6.4
775996,Outside the Wire,English,69.767,6.4
238615,Self/less,English,26.348,6.4
12710,Big Business,English,6.013,6.4
10057,The Three Musketeers,English,16.352,6.4
3981,What Women Want,English,23.702,6.4
293970,The Final Girls,English,16.301,6.4
76122,Marvel One-Shot: The Consultant,English,18.585,6.4
61891,Anonymous,English,11.015,6.4
13703,Less Than Zero,English,12.345,6.4
601844,Becky,English,19.343,6.4
16441,The Beastmaster,English,11.253,6.4
11326,Tommy,English,7.229,6.4
2655,What Lies Beneath,English,16.306,6.4
460668,I Feel Pretty,English,23.022,6.4
250225,The Duke of Burgundy,English,11.006,6.4
241554,Run All Night,English,24.472,6.4
429189,Wonder Wheel,English,9.697,6.4
175291,Cheap Thrills,English,6.118,6.4
137093,Last Vegas,English,17.63,6.4
48650,Room in Rome,Non-English,21.518,6.4
39100,Dragon Ball Z: The World's Strongest,Non-English,136.857,6.4
11529,Sweet Home Alabama,English,13.575,6.4
11120,The Mosquito Coast,English,6.285,6.4
10766,Damien: Omen II,English,14.321,6.4
10017,The Wraith,English,8.469,6.4
9077,Tarantula,English,10.909,6.4
2133,The Perfect Storm,English,24.028,6.4
425972,Cargo,English,17.549,6.4
334298,Monster Hunt,Non-English,34.042,6.4
36668,X-Men: The Last Stand,English,2.057,6.4
670203,The Talent of the Hornet,Non-English,8.219,6.4
121674,Great Expectations,English,9.321,6.4
81025,Salmon Fishing in the Yemen,English,10.384,6.4
60420,Like Crazy,English,9.183,6.4
10677,Dirty Dancing: Havana Nights,English,10.921,6.4
8584,Shanghai Noon,English,24.039,6.4
567965,Misbehaviour,English,10.04,6.4
302699,Central Intelligence,English,51.969,6.4
242088,The Trip to Italy,English,5.41,6.4
44147,Wild Target,English,7.526,6.4
11172,Music and Lyrics,English,14.207,6.4
3036,Mary Shelley's Frankenstein,English,12.58,6.4
928,Gremlins 2: The New Batch,English,17.687,6.4
811,Silent Running,English,11.329,6.4
268238,The Second Best Exotic Marigold Hotel,English,8.356,6.4
267863,Walking on Sunshine,English,8.463,6.4
10699,Hero,English,12.345,6.4
10330,Freaky Friday,English,36.13,6.4
500852,Miss Bala,English,18.703,6.4
343674,Gerald's Game,English,23.364,6.4
244268,Love Is Strange,English,7.098,6.4
30943,The Deep End of the Ocean,English,8.353,6.4
18086,Fright Night Part 2,English,13.925,6.4
11444,The Closet,Non-English,7.297,6.4
253835,Los Bandoleros,English,0.73,6.4
157360,In a World...,English,9.799,6.4
9615,The Fast and the Furious: Tokyo Drift,English,24.581,6.4
419835,Crooked House,English,13.537,6.4
397722,Thoroughbreds,English,18.946,6.4
59859,Kick-Ass 2,English,42.231,6.4
23210,Six Degrees of Separation,English,7.342,6.4
12117,Instinct,English,8.578,6.4
9792,The Hills Have Eyes,English,65.94,6.4
1989,My Blueberry Nights,English,9.557,6.4
10295,Miami Supercops,Non-English,10.276,6.4
4488,Friday the 13th,English,50.861,6.4
521034,The Secret Garden,English,17.374,6.4
11427,Dead End,English,9.891,6.4
6557,27 Dresses,English,19.023,6.4
522406,Flashback,English,63.882,6.4
298729,Do You See Me?,Non-English,8.978,6.4
1713,Jungle Fever,English,7.442,6.4
397,French Kiss,English,11.039,6.4
16723,Sugar & Spice,English,9.665,6.4
11359,The Indian in the Cupboard,English,39.667,6.4
10750,Toy Soldiers,English,10.123,6.4
10529,Outlander,English,19.113,6.4
2453,Harley Davidson and the Marlboro Man,English,11.434,6.4
377985,Fan,Non-English,6.489,6.4
62046,Flypaper,English,10.476,6.4
411999,OtherLife,English,10.574,6.4
341013,Atomic Blonde,English,30.361,6.4
14442,Ella Enchanted,English,49.11,6.4
574060,Gunpowder Milkshake,English,106.522,6.4
50780,The Beaver,English,6.454,6.4
27813,Basket Case,English,7.822,6.4
11128,Ladder 49,English,11.775,6.4
513574,Battle,Non-English,7.072,6.4
435615,Possessor Uncut,English,15.452,6.4
12600,Pokémon 4Ever,Non-English,36.515,6.4
11845,Intimacy,English,18.061,6.4
2075,Prizzi's Honor,English,6.315,6.4
681,Diamonds Are Forever,English,21.301,6.4
214,Saw III,English,59.039,6.4
574982,The Blackout,Non-English,13.331,6.4
396461,Under the Silver Lake,English,13.973,6.4
286987,How to Build a Better Boy,English,11.905,6.4
43549,The Experiment,English,64.33,6.4
24869,Ink,English,5.431,6.4
20662,Robin Hood,English,52.147,6.4
11047,Asterix the Gaul,Non-English,8.969,6.4
10715,Looney Tunes: Back in Action,English,22.63,6.4
9964,Bad Taste,English,9.31,6.4
2294,Jay and Silent Bob Strike Back,English,10.386,6.4
540,D.E.B.S.,English,13.147,6.4
356298,Don't Think Twice,English,7.255,6.4
44269,All That Glitters,Non-English,5.785,6.4
34769,Defendor,English,8.078,6.4
211672,Minions,English,177.829,6.4
13374,Ice Princess,English,11.274,6.4
9679,Gone in Sixty Seconds,English,33.344,6.4
352186,Good Kids,English,10.205,6.4
340611,Indignation,English,5.319,6.4
76170,The Wolverine,English,12.082,6.4
41446,Scream 4,English,41.487,6.4
19955,I Do,Non-English,6.024,6.4
13249,Seraphim Falls,English,10.573,6.4
9556,Darkman,English,11.62,6.4
6687,TransSiberian,English,10.219,6.4
1968,Fools Rush In,English,10.725,6.4
599975,Countdown,English,43.411,6.4
34544,The A-Team,English,54.82,6.4
290751,Secret in Their Eyes,English,12.037,6.4
72105,Ted,English,109.064,6.4
27346,Maniac,English,19.743,6.4
9788,Accepted,English,12.825,6.4
86555,Take This Waltz,English,5.522,6.4
81342,Delicacy,Non-English,5.546,6.4
18269,Lady and the Tramp II: Scamp's Adventure,English,20.855,6.4
17707,Brokedown Palace,English,11.73,6.4
11068,Singles,English,10.02,6.4
10491,Enigma,English,8.311,6.4
333484,The Magnificent Seven,English,57.938,6.4
209403,Bad Words,English,7.331,6.4
6279,Sister Act 2: Back in the Habit,English,15.104,6.4
75,Mars Attacks!,English,27.507,6.4
763148,Time Is Up,English,104.545,6.4
49017,Dracula Untold,English,23.733,6.4
16229,Prozac Nation,English,8.505,6.4
9593,Last Action Hero,English,22.196,6.4
401478,Death Race: Beyond Anarchy,English,30.915,6.4
250574,Creep,English,11.017,6.4
77561,EVA,Non-English,7.773,6.4
19277,In Hell,English,12.513,6.4
11114,Pete's Dragon,English,17.078,6.4
6795,Zathura: A Space Adventure,English,36.671,6.4
2275,The General's Daughter,English,11.191,6.4
11081,Taking Lives,English,12.257,6.4
602545,Into the Labyrinth,Non-English,60.465,6.4
294652,Son of a Gun,English,28.734,6.4
138038,Girl vs. Monster,English,17.04,6.4
121606,Resolution,English,5.69,6.4
9992,Arthur and the Invisibles,English,25.193,6.4
8388,¡Three Amigos!,English,12.126,6.4
516329,Antlers,English,192.308,6.4
477033,Errementari: The Blacksmith and the Devil,Non-English,15.977,6.4
433150,The Invisible Boy: Second Generation,Non-English,6.626,6.4
118293,The Suicide Shop,Non-English,8.119,6.4
16614,Adventureland,English,12.967,6.4
8224,8MM,English,16.665,6.4
526019,Like a Boss,English,22.486,6.4
352157,Marguerite,Non-English,6.044,6.4
314095,The Lost City of Z,English,29.655,6.4
15653,An Extremely Goofy Movie,English,17.777,6.4
14353,Repo! The Genetic Opera,English,6.546,6.4
13417,Kronk's New Groove,English,26.111,6.4
10105,Saints and Soldiers,English,7.736,6.4
527660,"Yes, God, Yes",English,31.576,6.4
449985,Triple Threat,English,47.75,6.4
300668,Annihilation,English,39.702,6.4
15449,La Tour Montparnasse Infernale,Non-English,8.647,6.4
8289,Gorky Park,English,8.17,6.4
294272,Pete's Dragon,English,26.782,6.4
27576,Salt,English,58.286,6.4
9671,Crocodile Dundee,English,14.355,6.4
7461,Vantage Point,English,13.273,6.4
9759,Cellular,English,16.296,6.4
8054,The Imaginarium of Doctor Parnassus,English,11.097,6.4
6691,Priceless,Non-English,8.442,6.4
24341,Dolls,English,10.585,6.4
20726,Little Giants,English,12.929,6.4
515248,Someone Great,English,12.425,6.4
13150,Pride and Glory,English,10.26,6.4
559,Spider-Man 3,English,106.348,6.4
84188,Compliance,English,9.955,6.4
78854,Scialla! (Stai sereno),Non-English,4.358,6.4
15357,District 13: Ultimatum,Non-English,21.729,6.4
13333,Game of Death,Non-English,15.121,6.4
9414,The Man Who Knew Too Little,English,6.93,6.4
5551,Space Cowboys,English,16.295,6.4
4513,30 Days of Night,English,25.884,6.4
592336,Don't Stop Me Now,Non-English,6.178,6.4
392142,Max & Leon,Non-English,6.653,6.4
34016,She's Out of My League,English,21.174,6.4
314405,Tale of Tales,Non-English,17.212,6.4
14114,You Got Served,English,14.846,6.4
16296,Killer Klowns from Outer Space,English,23.534,6.4
11342,Warlock,English,12.574,6.4
9777,Proof,English,7.637,6.4
9425,Soldier,English,14.138,6.4
760926,Gold,English,203.801,6.4
285423,Jarhead 2: Field of Fire,English,17.969,6.4
263281,Our Summer in Provence,Non-English,9.043,6.4
262500,Insurgent,English,57.44,6.4
115210,Stitches,English,15.691,6.4
104859,Mac & Devin Go to High School,English,21.033,6.4
10074,Hot Rod,English,9.964,6.4
455656,#realityhigh,English,13.284,6.4
117263,Olympus Has Fallen,English,64.175,6.4
10592,Hart's War,English,10.303,6.4
9064,Hellbound: Hellraiser II,English,21.071,6.4
269148,Samba,Non-English,12.875,6.4
74018,A Cinderella Story: Once Upon a Song,English,19.344,6.4
21057,Ocean Waves,Non-English,17.071,6.4
16871,Drag Me to Hell,English,52.646,6.4
6951,Turner & Hooch,English,9.992,6.4
649409,No Sudden Move,English,45.31,6.4
539649,The Lie,English,11.502,6.4
415842,American Assassin,English,38.518,6.4
11096,Hide and Seek,English,21.036,6.4
9785,The Invisible,English,8.018,6.4
6488,Arachnophobia,English,6.665,6.4
11905,The Company of Wolves,English,9.696,6.4
10847,Lord of the Flies,English,15.172,6.4
9715,Hope Floats,English,16.057,6.4
415401,The Party,English,7.037,6.4
112205,The Family,English,16.887,6.4
77949,The Awakening,English,13.602,6.4
45202,The Housemaid,Non-English,8.453,6.4
13373,Millions,English,7.04,6.4
10851,Revolver,English,12.874,6.4
10056,Killer's Kiss,English,7.239,6.4
11008,Major Payne,English,16.136,6.4
9317,The Cabbage Soup,Non-English,10.341,6.4
672582,The Deep House,English,176.364,6.4
309924,After the Ball,English,13.463,6.4
32613,Horror Express,English,8.785,6.4
4380,Shall We Dance?,English,18.053,6.4
408540,Feather,Non-English,4.629,6.4
332567,The Shallows,English,25.619,6.4
8197,Midnight in the Garden of Good and Evil,English,7.043,6.4
8077,Alien³,English,24.159,6.4
1577,Resident Evil: Apocalypse,English,40.459,6.4
339527,Solace,English,27.363,6.4
82525,Savages,English,15.525,6.4
75761,John Dies at the End,English,8.22,6.4
24655,The Car,English,9.617,6.4
1378,Shortbus,English,15.592,6.4
356305,Why Him?,English,28.299,6.4
315880,Correspondence,Non-English,8.028,6.4
10047,The Messenger: The Story of Joan of Arc,English,26.116,6.4
9718,Talladega Nights: The Ballad of Ricky Bobby,English,15.004,6.4
338970,Tomb Raider,English,36.711,6.4
15947,The Three Caballeros,English,13.603,6.4
13567,Sleepaway Camp,English,13.066,6.4
11530,The Discord,Non-English,5.388,6.4
189,Sin City: A Dame to Kill For,English,47.497,6.4
478820,The Emperor of Paris,Non-English,18.147,6.4
462919,Sierra Burgess Is a Loser,English,14.125,6.4
325348,Hardcore Henry,English,29.25,6.4
66195,The Perfect Host,English,8.226,6.4
2642,Two Weeks Notice,English,18.726,6.4
674944,The Occupant,Non-English,10.166,6.3
11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",English,11.942,6.3
6957,The 40 Year Old Virgin,English,29.525,6.3
95608,The Only Living Boy in New York,English,25.403,6.3
6440,The Shipping News,English,11.821,6.3
617,Wild Things,English,14.785,6.3
604822,Vanguard,Non-English,131.89,6.3
295699,Everybody Wants Some!!,English,12.525,6.3
253279,The Trials of Cate McCall,English,8.735,6.3
136797,Need for Speed,English,91.164,6.3
9975,Curious George,English,20.873,6.3
1619,The Way of the Gun,English,11.03,6.3
608,Men in Black II,English,38.303,6.3
453405,Gemini Man,English,39.481,6.3
41733,Due Date,English,36.715,6.3
38357,Morning Glory,English,15.505,6.3
30923,Alice in Wonderland,English,16.962,6.3
1049,Sommersby,English,8.057,6.3
602269,The Little Things,English,47.979,6.3
407439,Mary Magdalene,English,49.215,6.3
11954,Lifeforce,English,20.309,6.3
57800,Ice Age: Continental Drift,English,78.671,6.3
12435,The Nanny Diaries,English,17.151,6.3
11034,The Great Gatsby,English,10.342,6.3
1247,The Good Shepherd,English,12.919,6.3
68735,Warcraft,English,49.03,6.3
34588,If I Were You,Non-English,4.895,6.3
10543,Fear,English,15.364,6.3
28761,"White Hunter, Black Heart",English,10.015,6.3
9526,A Prairie Home Companion,English,7.692,6.3
9104,Buffalo Soldiers,English,6.013,6.3
2026,Hostage,English,17.81,6.3
57695,The Princess of Montpensier,Non-English,10.136,6.3
13641,The Air I Breathe,English,8.275,6.3
11460,Red Eye,English,14.887,6.3
9501,Crying Freeman,English,10.659,6.3
512196,Happy Death Day 2U,English,30.617,6.3
320028,An Italian Name,Non-English,4.509,6.3
